Quality Supplement Mfg,,,,,,,,,,
Inventory Availability,,,,,,,,,,
  ,,,,,,,,,,
Part,Description,UOM,"On
Hand",Allocated,"Not
Available","Drop
Ship",Available,"On
Order",Committed,Short
PS#10049,Black Powder Free Nitrile Gloves - Medium 100 / box,ea,37.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00
PS#10060,Clear with black print neckband 85 x 32mm,ea,"10,000.00",0.00,"10,000.00",0.00,0.00,0.00,0.00,0.00
PS#10061,0.5 gram Desiccants 6000/case,ea,"45,440.00","3,855.00",0.00,0.00,"41,585.00",0.00,0.00,0.00
PS#10062,16 GRAM PURE COIL RAYON,lbs,373.00,9.00,0.00,0.00,364.00,0.00,0.00,0.00
PS#10063,Yellow shipping bags,ea,"8,250.00",0.00,0.00,0.00,"8,250.00",0.00,0.00,0.00
PS#10064,Zip Ties 1000 / bag,ea,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
PS#10065,10 gram Desiccants,ea,"19,936.00","7,700.00",0.00,0.00,"12,236.00",0.00,0.00,0.00
PS#10066,Butcher Paper - White,ea,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
PS#10069,10x10x10 DW boxes,ea,600.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00
PS#10071,"Uline Stick Staples - C34 3/4"" 20,000 / carton",ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10072,"12x18"" 2 Mil Poly Bags - 1000 / Roll",ea,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
PS#10075,"Open Metal Poly Seals - 1/2"" 1,000/carton",ea,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
PS#10076,"Poly Strapping - 1/2"" x .024"" x 7,200', Black",ea,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
PS#10077,Tape Rolls - 36 / box,ea,51.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00
PS#10078,Econo - Wrapper (pallets shrink wrap) 18 x 1500 - 4rl / case,ea,13.00,0.00,5.00,0.00,8.00,0.00,0.00,0.00
PS#10079,Edge Protectors 2 x 2 x 48 White 80 / case,ea,"3,120.00",0.00,0.00,0.00,"3,120.00",0.00,0.00,0.00
PS#10082,"3x5"" 2 Mil White Block Reclosable Bags - 1,000 / box",ea,"18,000.00",0.00,0.00,0.00,"18,000.00",0.00,0.00,0.00
PS#10083,ALPHA - 150cc Dark Amber PET Bottle 38-400 410/case,ea,"2,080.00","5,500.00",0.00,0.00,0.00,0.00,0.00,"3,420.00"
PS#10089,2cc Clear Medium Handle Scoop 2500/case,ea,"1,400.00",0.00,0.00,0.00,"1,400.00",0.00,0.00,0.00
PS#10094,19 oz White HDPE Canister 89-400 144/PK,ea,720.00,0.00,0.00,0.00,720.00,0.00,0.00,0.00
PS#10095,ALPHA-16oz White HDPE Canister 89-400,ea,168.00,"2,200.00",0.00,0.00,0.00,0.00,0.00,"2,032.00"
PS#10095-Industrial Container,16oz White HDPE Canister 89-400,ea,0.00,0.00,0.00,0.00,0.00,"2,304.00",0.00,0.00
PS#10096-COMAR,225cc Green PET Bottle 45-400 PX,ea,"1,185.00",0.00,0.00,0.00,"1,185.00",0.00,0.00,0.00
PS#10097,175cc White HDPE Bottle 45-400,ea,346.00,0.00,0.00,0.00,346.00,0.00,0.00,0.00
PS#10098,38-400 White Smooth Lid - Pressure Sensitive Lid,ea,349.00,0.00,0.00,0.00,349.00,0.00,0.00,0.00
PS#10099,38-400 Black CRC Ribbed Lid - Heat Inductive Liner,ea,830.00,0.00,0.00,0.00,830.00,0.00,0.00,0.00
PS#10101,MRP - 45-400 White Smooth Heat Inductive Lid,ea,100.00,"2,750.00",0.00,0.00,0.00,0.00,0.00,"2,650.00"
PS#10102,38-400 Red Ribbed Lid - Heat Inductive Liner,ea,"6,758.00",0.00,0.00,0.00,"6,758.00",0.00,0.00,0.00
PS#10104,45-400 White Ribbed Lid - Heat Inductive Liner 2000/case,ea,"57,666.00","69,026.00",0.00,0.00,0.00,0.00,0.00,"11,360.00"
PS#10105,25oz White HDPE Canister 89-400 96/case,ea,999.00,0.00,0.00,0.00,999.00,0.00,0.00,0.00
PS#10106,89-400 White Fine Rib Lid - Heat Inductive Liner,ea,"4,692.00","2,200.00",0.00,0.00,"2,492.00",0.00,0.00,0.00
PS#10106-Phoenix Closures,89-400 White Fine Rib Lid - Heat Inductive Liner,ea,0.00,0.00,0.00,0.00,0.00,"2,496.00",0.00,0.00
PS#10107,500cc Dark Amber PET Bottle 45-400 140/case,ea,"2,380.00","2,138.00",0.00,0.00,242.00,0.00,0.00,0.00
PS#10108,45-400 Black Ribbed Lid - Heat Seal Liner 2750/case,ea,"10,341.00","3,667.00",0.00,0.00,"6,674.00","49,500.00",0.00,0.00
PS#10109,COMAR-500cc White HDPE Bottle 45-400,ea,588.00,0.00,0.00,0.00,588.00,0.00,0.00,0.00
PS#10110,20� x 5000� 80ga machine film,ea,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
PS#10111,"Standard Shoe Covers - Size 6-11, Blue 150 pairs / pack",ea,26.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00
PS#10112,25oz Black PET 89-400 Canister,ea,140.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00
PS#10114,89-400 Black Smooth Lid - Heat Seal Liner,ea,35.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00
PS#10115,38-400 Orange Ribbed Lid - Pressure Sensitive liner 2900/cs,ea,"1,878.00",0.00,0.00,0.00,"1,878.00",0.00,0.00,0.00
PS#10116,53-400 White Lid - Pressure Sensitive liner 1525/case,ea,"2,060.00",0.00,0.00,0.00,"2,060.00",0.00,0.00,0.00
PS#10117,53-400 Black Lid - Pressure Sensitive liner 1300/case,ea,"1,380.00",0.00,0.00,0.00,"1,380.00",0.00,0.00,0.00
PS#10118,53-400 Red Lid - Pressure Sensitive liner 1200/case,ea,"3,600.00",0.00,0.00,0.00,"3,600.00",0.00,0.00,0.00
PS#10119,53-400 Orange Lid - Pressure Sensitive liner,ea,139.00,0.00,0.00,0.00,139.00,0.00,0.00,0.00
PS#10120,COMAR (PZ) - 200cc Green PET Bottle 38-400,ea,"1,748.00",0.00,0.00,0.00,"1,748.00",0.00,0.00,0.00
PS#10120-Performance,200cc Green PET Bottle 38-400,ea,138.00,0.00,0.00,0.00,138.00,0.00,0.00,0.00
PS#10121,500cc Green PET Bottle 53/400 140/case,ea,140.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00
PS#10122,625cc Green PET Bottle RND PAC 53/400 122/case,ea,120.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00
PS#10125,"Polypropylene Bouffant Caps - 24"", Blue 100 / pack",ea,40.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00
PS#10126,Black Powder Free Nitrile Gloves - XL 100 / box,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10128,Surgical Masks - 50 / box,ea,116.00,0.00,0.00,0.00,116.00,0.00,0.00,0.00
PS#10130,Hold Slips 2.83 X 5.5 White 20#,ea,"3,000.00",0.00,0.00,0.00,"3,000.00",0.00,0.00,0.00
PS#10133,"Trash Liners - Clear, 33-43",ea,13.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
PS#10135,7.5cc Natural Scoop Medium Handle,ea,"1,600.00",0.00,0.00,0.00,"1,600.00",0.00,0.00,0.00
PS#10137,38-400 White Ribbed Lid - Heat Seal Vented Liner,ea,"63,500.00","16,065.00",0.00,0.00,"47,435.00",0.00,0.00,0.00
PS#10138,38-400 White CRC Lid - Pressure Sensitive Liner,ea,258.00,0.00,0.00,0.00,258.00,0.00,0.00,0.00
PS#10142,Black Powder Free Nitrile Gloves  - Small 100 / box,ea,98.00,0.00,0.00,0.00,98.00,0.00,0.00,0.00
PS#10144,Gun Tape Dispenser,ea,15.00,0.00,3.00,0.00,12.00,0.00,0.00,0.00
PS#10145,"Plastic Pallets 48""x40""",ea,225.00,0.00,20.00,0.00,205.00,0.00,0.00,0.00
PS#10147,14x12x14 Boxes,ea,"1,400.00",0.00,0.00,0.00,"1,400.00",0.00,0.00,0.00
PS#10149,"Organic red 2"" sticker roll 1000ea",ea,"5,000.00",0.00,0.00,0.00,"5,000.00",0.00,0.00,0.00
PS#10150,"Uline Laser Labels - White, 8 1/2 x 11""",ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10151,Economy Cable Gun,ea,12.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00
PS#10153,Polypropylene Beard Nets - White 100/pack,ea,37.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00
PS#10154,Letter Size Laminating Pouches - 3 Mil 100/carton,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10158,45-400 Green Ribbed Pressure Sensitive liner Lid (MRPGN05),ea,730.00,0.00,0.00,0.00,730.00,0.00,0.00,0.00
PS#10161,250cc Black PET Bottles 45-400 neck finish,ea,"10,130.00",0.00,0.00,0.00,"10,130.00",0.00,0.00,0.00
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,ea,"9,021.00","9,313.00",0.00,0.00,0.00,0.00,0.00,292.00
PS#10161-AMCOR,250cc Black PET Bottles 45-400 neck finish,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10161-TIM,250cc Black PET Bottles 45-400 neck finish,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10162,45-400 Black Ribbed Pressure Sensitive liner Matte Top finish,ea,"1,500.00",0.00,0.00,0.00,"1,500.00",0.00,0.00,0.00
PS#10163,38-400 Black Ribbed Pressure Sensitive Liner 3100/case Matte top finish,ea,"20,576.00",0.00,0.00,0.00,"20,576.00",0.00,0.00,0.00
PS#10165,"6 x 8"" 4 Mil White Block Reclosable Bags 1,000/carton",ea,6.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00
PS#10166,"45-400 Black Ribbed, Pressure Sensitive liner, shiny top lid",ea,"2,000.00",0.00,0.00,0.00,"2,000.00",0.00,0.00,0.00
PS#10168,8 oz Black PET Canister (70-400),ea,"4,320.00",0.00,0.00,0.00,"4,320.00",0.00,0.00,0.00
PS#10169,70-400 Red Lid  Smooth Sides Heat Seal liner,ea,"1,025.00",0.00,0.00,0.00,"1,025.00",0.00,0.00,0.00
PS#10172,"3cc Natural Scoop Medium Handle (3"")",ea,"1,100.00",0.00,0.00,0.00,"1,100.00",0.00,0.00,0.00
PS#10173,38-400 Black Smooth Lid - Heat Inductive Liner,ea,"4,655.00","1,320.00",0.00,0.00,"3,335.00",0.00,0.00,0.00
PS#10175,Max� Earplugs - Corded 100 pairs/box,ea,600.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00
PS#10176,1 gram Silica gel desiccants,ea,"23,445.00","131,809.00",0.00,0.00,0.00,0.00,0.00,"108,364.00"
PS#10177,.625cc Natural short handle scoop,ea,"3,220.00",0.00,0.00,0.00,"3,220.00",0.00,0.00,0.00
PS#10178,.05x66x500M Clear w/vertical perf rollstock,ea,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
PS#10180,Make-Up 750ml (V719-D),ea,18.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00
PS#10181,"Ink, Violet 750ml (V415-D)",ea,12.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00
PS#10183,100cc Blue PET Bottle 38-400,ea,580.00,0.00,0.00,0.00,580.00,0.00,0.00,0.00
PS#10184,38-400 Blue Ribbed Lid - Pressure Sensitive Liner (Custom Lid),ea,"1,261.00",0.00,0.00,0.00,"1,261.00",0.00,0.00,0.00
PS#10185,BERRY - 250cc White HDPE bottle 45-400,ea,"3,524.00","5,500.00",0.00,0.00,0.00,0.00,0.00,"1,976.00"
PS#10188,45-400 White Smooth Lid - Pressure Sensitive Liner,ea,"1,265.00",0.00,0.00,0.00,"1,265.00",0.00,0.00,0.00
PS#10190,"2 X 3"" RED QUARANTNE PRINTED LABELS",ea,"7,000.00",0.00,0.00,0.00,"7,000.00",0.00,0.00,0.00
PS#10191,"38-400 Black lid, smooth sides, pressure sensitive liner",ea,"1,515.00",0.00,0.00,0.00,"1,515.00",0.00,0.00,0.00
PS#10192,.05x77x500M Clear w/vertical perf rollstock,ea,5.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00
PS#10193-COMAR,225cc Clear PET Bottle 45-400 335/case (PX),ea,"1,833.00",0.00,0.00,0.00,"1,833.00",0.00,0.00,0.00
PS#10194,"#10 MACHINABLE WHITE BUSINESS ENVELOPES - 4 1/8 X 9 1/2""",ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10198,300cc Black PET W/M Packer 45/400,ea,"6,532.00",0.00,0.00,0.00,"6,532.00",0.00,0.00,0.00
PS#10199,Hair and Beard Net Combo - white,ea,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
PS#10201,"Pink 3 X 5"" HOLD Slip - Blending Dept 1000/Roll",ea,"8,000.00",0.00,0.00,0.00,"8,000.00",0.00,0.00,0.00
PS#10202,"Yellow 3 X 5"" HOLD Slip - Pull & Weigh Dept 1000/Roll",ea,"3,000.00",0.00,0.00,0.00,"3,000.00",0.00,0.00,0.00
PS#10203,"Orange 3 X 5"" HOLD Slip -Production Dept 1000/Roll",ea,"12,000.00",0.00,0.00,0.00,"12,000.00",0.00,0.00,0.00
PS#10204,"Green 3 X 5"" HOLD Slip - Packaging Dept 1000/Roll",ea,"3,000.00",0.00,0.00,0.00,"3,000.00",0.00,0.00,0.00
PS#10207,Green Plastic Pail FDA compliant - 5 Gallon,ea,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
PS#10208,"Pallet Rack Wire Decking Skid Lot - 46"" Wide, 48"" Deep",ea,40.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00
PS#10209,38 x 58 2mil Clear Food Grade Bags,ea,37.00,0.00,0.00,0.00,37.00,98.00,0.00,0.00
PS#10210,COMAR - 150cc Cobalt Blue PET 38-400 (PX-short),ea,"9,676.00",0.00,0.00,0.00,"9,676.00",0.00,0.00,0.00
PS#10211-ALPHA,150cc Blue PET Bottle 38-400 (Tall Skinny),ea,"4,205.00",0.00,0.00,0.00,"4,205.00",0.00,0.00,0.00
PS#10211-COMAR,150cc Blue PET Bottle 38-400 PZ (Tall Skinny),ea,"1,676.00",0.00,0.00,0.00,"1,676.00",0.00,0.00,0.00
PS#10211-PERFORMANCE,150cc Blue PET Bottle 38-400 (Tall Skinny),ea,508.00,0.00,0.00,0.00,508.00,0.00,0.00,0.00
PS#10212,32oz Black PET Cannister 89-400,ea,627.00,0.00,0.00,0.00,627.00,0.00,0.00,0.00
PS#10214,"45-400 Blue Ribbed, Pressure Sensitive 22 liner pantone color 286",ea,"4,595.00",0.00,0.00,0.00,"4,595.00",0.00,0.00,0.00
PS#10215,"QC Rejected 2"" Circle labels - Red 500/roll",ea,"4,500.00",0.00,0.00,0.00,"4,500.00",0.00,0.00,0.00
PS#10216,"QC Approval 1"" circle label - Green 500/roll",ea,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
PS#10217,18CC NATURAL LONG HANDLE SCOOP,ea,"1,504.00",0.00,0.00,0.00,"1,504.00",0.00,0.00,0.00
PS#10219,ALPHA - 225cc Cobalt Blue PET Bottle 45-400,ea,400.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00
PS#10219-COMAR PX,225cc Cobalt Blue PET Bottle 45-400 335/cs,ea,512.00,0.00,0.00,0.00,512.00,0.00,0.00,0.00
PS#10220,COMAR-100cc Clear PET Bottle 38-400,ea,"5,600.00",0.00,0.00,0.00,"5,600.00",0.00,0.00,0.00
PS#10222,38-400 CRC BLACK PICTORIAL (021) HS035 .020 FOAM PRINTED,ea,"1,500.00",0.00,0.00,0.00,"1,500.00",0.00,0.00,0.00
PS#10223,400cc Black PET Bottle 45-400,ea,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
PS#10224,.05 x 150 x 195 CLEAR Cutband,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10225,"ULINE ECONOMY LAB COAT WITH NO POCKETS - NAVY, XL",ea,6.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00
PS#10227,PERFORMANCE - 250cc Cobalt Blue PET W/M RND 45/400,ea,469.00,0.00,0.00,0.00,469.00,0.00,0.00,0.00
PS#10227-ALPHA,250cc Cobalt Blue PET W/M RND 45/400 270/cse,ea,"4,197.00","3,667.00",0.00,0.00,530.00,0.00,0.00,0.00
PS#10227-COMAR,250cc Cobalt Blue PET W/M RND 45/400,ea,"1,475.00",0.00,0.00,0.00,"1,475.00",0.00,0.00,0.00
PS#10228,44oz White HDPE Canister 120-400,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10230,COMAR - 150cc Clear PET Bottle 38-400,ea,"1,698.00",0.00,0.00,0.00,"1,698.00",0.00,0.00,0.00
PS#10230-ALPHA,150cc Clear PET Bottle 38-400,ea,"1,170.00",0.00,0.00,0.00,"1,170.00",0.00,0.00,0.00
PS#10231-ALPHA,300cc Blue PET 45/400 bottle,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10231-COMAR,300cc Blue PET 45/400 bottle (PZ),ea,"3,757.00",0.00,0.00,0.00,"3,757.00",0.00,0.00,0.00
PS#10231-TIM,300cc Blue PET 45/400,ea,"1,280.00",0.00,0.00,0.00,"1,280.00",0.00,0.00,0.00
PS#10234,".05x67x500M Roll Clear w/black print ""S4YP""",ea,0.00,"27,500.00",0.00,0.00,0.00,12.00,0.00,"27,500.00"
PS#10235,".05x77x500M Roll Clear w/black print ""S4YP""",ea,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
PS#10240,"ULINE ECONOMY LAB COAT WITH NO POCKETS - NAVY, 2XL",ea,15.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00
PS#10243,60oz White Wide Mouth HDPE 120mm Canister (1775cc),ea,929.00,0.00,0.00,0.00,929.00,0.00,0.00,0.00
PS#10244,"Tyvek� Bag Desiccants - Unit Size 16, 34 Gallon Drum 150 bags/drum",ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10247,150cc Black PET Bottle 38-400 (PX-Short Style),ea,"1,520.00",0.00,0.00,0.00,"1,520.00",0.00,0.00,0.00
PS#10248,45mm CRC BLACK PICTORIAL (021) HS035.020 FOAM PRINTED SFYP,ea,"1,135.00",0.00,0.00,0.00,"1,135.00",0.00,0.00,0.00
PS#10250,"TRASH CAN - 32 GALLON, GRAY",ea,107.00,0.00,0.00,0.00,107.00,0.00,0.00,0.00
PS#10252,COMAR - 300cc Dark Amber PET Bottle 45-400,ea,"4,541.00","6,939.00",0.00,0.00,0.00,0.00,0.00,"2,398.00"
PS#10253,COMAR - 225cc Dark Amber PET Bottle 45-400 (PX),ea,"4,616.00",0.00,0.00,0.00,"4,616.00",0.00,0.00,0.00
PS#10253-ALPHA,225cc Dark Amber PET Bottle 45-400,ea,442.00,0.00,0.00,0.00,442.00,0.00,0.00,0.00
PS#10256,70-400 Black Lid Smooth Side Pressure Sensitive liner,ea,680.00,0.00,0.00,0.00,680.00,0.00,0.00,0.00
PS#10259,COMAR-250cc Clear PET PZ 45-400 300/case,ea,973.00,0.00,0.00,0.00,973.00,0.00,0.00,0.00
PS#10262,COMAR - 225cc Light Amber PET Bottle 45-400,ea,200.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00
PS#10265,.05 x 150 x 100 CLEAR Cutband,ea,9.00,"2,200.00",0.00,0.00,0.00,0.00,0.00,"2,191.00"
PS#10266,"Shoe Covers - Size 12-15, Blue 150 pairs/carton",ea,21.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00
PS#10268,ALPHA - 250cc Dark Amber PET Bottle 45-400,ea,"1,651.00",0.00,0.00,0.00,"1,651.00",0.00,0.00,0.00
PS#10269,COMAR - 400cc Cobalt Blue PET Bottle PZ 45-400 160/case,ea,"3,042.00","4,400.00",0.00,0.00,0.00,"1,600.00",0.00,"1,358.00"
PS#10269 - PERFORMANCE,400cc Cobalt Blue PET Bottle 45-400 168/case,ea,81.00,0.00,0.00,0.00,81.00,0.00,0.00,0.00
PS#10269-ALPHA,400cc Cobalt Blue PET Bottle 45-400,ea,360.00,0.00,0.00,0.00,360.00,0.00,0.00,0.00
PS#10270,20x14x6 Box 32 ECT 25/bundle,ea,200.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00
PS#10274,5 gallon plastic pail - White,ea,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
PS#10276,"6 X 6 X 4"" Corrugated boxes",ea,31.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00
PS#10277,"10X10X5"" Corrugated Boxes",ea,24.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00
PS#10280,7.5cc Natural Scoop Short handle 4000/case,ea,700.00,0.00,0.00,0.00,700.00,0.00,0.00,0.00
PS#10281,"TRASH CAN FLAT LID - 32 GALLON, GRAY",ea,107.00,0.00,0.00,0.00,107.00,0.00,0.00,0.00
PS#10282,300cc Light Amber PET Bottle 45-400,ea,524.00,0.00,0.00,0.00,524.00,0.00,0.00,0.00
PS#10283,COMAR-400cc Light Amber PET Bottle 45-400�,ea,640.00,"1,069.00",0.00,0.00,0.00,960.00,0.00,429.00
PS#10287,38-400 Blue Ribbed Lid - Heat Inductive Liner pantone color 286 (Custom Lid),ea,"3,044.00",0.00,0.00,0.00,"3,044.00",0.00,0.00,0.00
PS#10288,"45-400 Blue Ribbed, Heat Inductive liner pantone color 286 (Custom Lid)",ea,"9,388.00",0.00,0.00,0.00,"9,388.00",0.00,0.00,0.00
PS#10289,Dri-Card� Desiccants - Gram Size 0.50,ea,"1,400.00",0.00,0.00,0.00,"1,400.00",0.00,0.00,0.00
PS#10290,44 Gallon Fibre Drum with Lid,ea,151.00,0.00,0.00,0.00,151.00,0.00,0.00,0.00
PS#10291,1 gram vanilla scented desiccant,ea,1.00,"4,896.00",0.00,0.00,0.00,0.00,0.00,"4,895.00"
PS#10295,45-400 Silver/Silver Unishell Lid HS035 Universal Heat Seal Liner,ea,"2,300.00",0.00,0.00,0.00,"2,300.00",0.00,0.00,0.00
PS#10296,45-400 white lid ribbed sides vented foil seal 2000/case,ea,"22,056.00","6,448.00",0.00,0.00,"15,608.00",0.00,0.00,0.00
PS#10297,"38-400 White Ribbed, Matte top Lids",ea,"13,850.00",0.00,0.00,0.00,"13,850.00",0.00,0.00,0.00
PS#10298,"45-400 Black Smooth Sides Lid, Heat Seal Liner",ea,"9,130.00","15,730.00",0.00,0.00,0.00,0.00,0.00,"6,600.00"
PS#10301,"120-400 Deep Skirt, Fine Ribbed Sides, Black, Venting Heat Induction Lid",ea,650.00,0.00,0.00,0.00,650.00,0.00,0.00,0.00
PS#10302,89-400 Black Ribbed Lid - Heat Induction liner,ea,"1,590.00",0.00,0.00,0.00,"1,590.00",0.00,0.00,0.00
PS#10303,45-400 Silver Plastic lid heat seal liner smooth sides,ea,"4,833.00",0.00,0.00,0.00,"4,833.00",0.00,0.00,0.00
PS#10304,250cc Amber Glass packers 45-400 (12 pack),ea,"3,048.00",0.00,0.00,0.00,"3,048.00",0.00,0.00,0.00
PS#10306,"Yellow 3 x 5"" HOLD Slip - Inventory 1000/Roll",ea,"8,000.00",0.00,0.00,0.00,"8,000.00",0.00,0.00,0.00
PS#10307-ALPHA,250cc Light Amber PET Bottle 45-400,ea,411.00,"2,750.00",0.00,0.00,0.00,0.00,0.00,"2,339.00"
PS#10308,38-400 White NGII Pour Lid,ea,200.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00
PS#10309,70-400 Black Lid Smooth Side Heat Inductive Liner,ea,760.00,0.00,0.00,0.00,760.00,0.00,0.00,0.00
PS#10310-ALPHA,150cc Light Amber PET Bottle 38-400,ea,"8,487.00","8,709.00",0.00,0.00,0.00,820.00,0.00,222.00
PS#10311,55oz Black HDPE Canister 120-400,ea,"1,320.00",0.00,0.00,0.00,"1,320.00",0.00,0.00,0.00
PS#10312-ALPHA,250cc White PET Bottle 45-400,ea,50.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00
PS#10312-AMCOR,250cc White PET Bottle 45-400,ea,"3,938.00",0.00,0.00,0.00,"3,938.00",0.00,0.00,0.00
PS#10313,"Circle Inventory Control Labels - ""PARTIAL"", 2""",ea,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
PS#10314,Peppermint Twist ScentCerts TABS - 2 gram Heart Shaped scented desiccant,ea,"2,000.00",0.00,0.00,0.00,"2,000.00",0.00,0.00,0.00
PS#10320,.05x205x190 Clear No Perf Cutband,ea,"5,000.00",0.00,0.00,0.00,"5,000.00",0.00,0.00,0.00
PS#10321,9x7x5 Box,ea,325.00,321.00,0.00,0.00,4.00,0.00,0.00,0.00
PS#10322,15x15x12 Box,ea,13.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
PS#10324,14x14x18 Box,ea,31.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00
PS#10325-ALPHA,175cc Dark Amber PET Bottle 38-400,ea,"1,179.00",0.00,0.00,0.00,"1,179.00",0.00,0.00,0.00
PS#10331,"Foam Cups - 6oz - 1,000/case",ea,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00
PS#10332,80oz 120-400 HDPE Canister - Black,ea,867.00,0.00,0.00,0.00,867.00,0.00,0.00,0.00
PS#10333,750cc White HDPE Bottle 53-400,ea,106.00,0.00,0.00,0.00,106.00,0.00,0.00,0.00
PS#10334,53-400 White Ribbed Lid - Heat Induction liner,ea,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
PS#10335,67cc Natural Long Handle Scoop,ea,250.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00
PS#10336,.05 x 205 x 250 Full Body Sleeve (Cutband),ea,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
PS#10337,"Anti-Static Peanuts - White, 20 Cu. Ft. Bag",ea,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
PS#10339,Dri-Card™ Desiccants - Gram Size 1.21,ea,350.00,0.00,0.00,0.00,350.00,0.00,0.00,0.00
PS#10340,.05x155x195 Clear Cutband,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10341,6cc Natural Short Handle Scoop,ea,"5,000.00",0.00,0.00,0.00,"5,000.00",0.00,0.00,0.00
PS#10343,89-400 Black Ribbed Vented Heat Induction liner,ea,"2,496.00",0.00,0.00,0.00,"2,496.00",0.00,0.00,0.00
PS#10344,45-400 White Ribbed Lid - Vented Heat Inductive Liner - Matte Top,ea,"20,000.00",0.00,0.00,0.00,"20,000.00",0.00,0.00,0.00
PS#10345,12x12x9 Boxes,ea,82.00,0.00,0.00,0.00,82.00,0.00,0.00,0.00
PS#10346,"38-400 White Ribbed Sides, universal lift & peel heat liner",ea,"2,900.00","16,500.00",0.00,0.00,0.00,0.00,0.00,"13,600.00"
PS#10347,"6cc Natural Medium Handle Scoop 3""",ea,"4,500.00",0.00,0.00,0.00,"4,500.00",0.00,0.00,0.00
PS#10348,16oz Amber Glass Jar 89-400,ea,"6,160.00","5,500.00",0.00,0.00,660.00,0.00,0.00,0.00
PS#10350,Airlite - 8.5 cc Natural Short Handle Scoop,ea,"2,505.00",0.00,0.00,0.00,"2,505.00",0.00,0.00,0.00
PS#10351,"45-400 Black Ribbed, Vented Heat Seal, Matte Top",ea,"15,294.00","4,341.00",0.00,0.00,"10,953.00",0.00,0.00,0.00
PS#10352,"Vinyl Gloves - Powder-Free, 3  MIL, Clear, Large",ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
