Quality Supplement Mfg,,,,,,,,,,
Inventory Availability,,,,,,,,,,
  ,,,,,,,,,,
Part,Description,UOM,"On
Hand",Allocated,"Not
Available","Drop
Ship",Available,"On
Order",Committed,Short
PS#10353,10x9x6 Box,ea,29.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00
PS#10354,8x8x5 Boxes,ea,67.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00
PS#10357,38-400 HS-035 universal liner,ea,"8,500.00",0.00,0.00,0.00,"8,500.00",0.00,0.00,0.00
PS#10360,Cotton 12 gram,ea,0.00,"54,910.00",0.00,0.00,0.00,0.00,0.00,"54,910.00"
PS#10362,"45-400 Black Ribbed, Vented Heat Seal",ea,"4,280.00","4,888.00",0.00,0.00,0.00,0.00,0.00,608.00
PS#10363,"Blank Inventory Rectangle Labels - Fluorescent Yellow, 2 x 3""",ea,"1,000.00",0.00,0.00,0.00,"1,000.00",0.00,0.00,0.00
PS#10364,.05x65x500 Clear Roll,ea,2.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00
PS#10365,﻿.05x77x500 Clear Roll,ea,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
PS#10366,3x5 Yellow Warehouse Box label (S-458-2),ea,"6,000.00",0.00,0.00,0.00,"6,000.00",0.00,0.00,0.00
PS#10367,"38-400 Gold Metal Shell, Foam liner Lids",ea,656.00,0.00,0.00,0.00,656.00,0.00,0.00,0.00
PS#10368,23cc Long Handle Clear Scoop 4.75in,ea,"1,400.00",0.00,0.00,0.00,"1,400.00",0.00,0.00,0.00
PS#10369,11x8x4 Box,ea,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
PS#10370,.05x80x500 Clear W/ Vert. Perf. Roll,ea,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
PS#10371,.05x68x500 Clear W/Vert. Perf. Roll,ea,9.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00
PS#10372,"120-400 White Smooth, Deep Skirt  Heat Induction Lid 252/case",ea,149.00,0.00,0.00,0.00,149.00,0.00,0.00,0.00
PS#10373,"TRASH CAN - 32 GALLON, RED",ea,19.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00
PS#10374,"TRASH CAN FLAT LID - 32 GALLON, RED",ea,19.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00
PS#10375,"Thin Trash Can - 23 Gallon, Gray",ea,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
PS#10376,"Pleated Air Filters - 20 x 20 x 1"", MERV 8",ea,492.00,0.00,0.00,0.00,492.00,0.00,0.00,0.00
PS#10377,TN227 Black Ink,ea,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
PS#10378,TN227 Magenta Ink,ea,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
PS#10379,TN227 Yellow Ink,ea,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
PS#10380,TN227C Cyan Ink,ea,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
PS#10381,"Ohaus Counting Scale, 60lb CApactiy",ea,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
PS#10382,"Scale, Floor Roughdeck 4x4HP-1K 4ftx4ftx3-1/2 1000lb 20ft w/ Quick Connect NTEP III 5 Steel Painted",ea,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
PS#10383,"Scale, Floor Roughdeck 4x4HP-1K 4ftx4ftx3-1/2 1000lb 20ft w/ Quick Connect NTEP III 5 Steel Painted",ea,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
PS#10384,TN850 Black Ink,ea,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00
PS#10385,"Molded Rubber Bumper - 11-3/8""W x 12-1/2""L x 3-1/2""H",ea,12.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00
PS#10386,"Concrete Mounting Kit - 3/4"" x 4-1/4""",ea,13.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00
PS#10387,White W/Red Lettering 2x3 EXPIRED Slip 1000/Roll,ea,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
PS#10388,Allerflow Gluten Kit 25/case,ea,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
PS#10389,180cc White HDPE Bottle 45-400,ea,"6,000.00","5,500.00",0.00,0.00,500.00,0.00,0.00,0.00
PS#10390,14x12x14 Double Wall Box,ea,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
PS#10391,Silver Aluminum 89-400 Lid Foam Liner,ea,"5,967.00","5,500.00",0.00,0.00,467.00,0.00,0.00,0.00
PS#10392,9cc Scoop Medium Handle Natural 3500/cs,ea,"7,000.00","5,500.00",0.00,0.00,"1,500.00",0.00,0.00,0.00
PS#10394,"14 7/8 x 11 1/8 x 5"" Canning Jar Box and Partition Kit",ea,10.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00
PS#10395,".05x66x500M Clear with black print ""S4YP""",ea,6.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00
PS#10397,.05x66x500M Clear Roll,ea,14.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00
PS#10399,"ULINE LASER LABELS - FLUORESCENT YELLOW, 8 1/2 X 5 1/2",ea,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
PS#10400,KN-95 Masks,ea,500.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00
R001,Dextrose Cerelose®,kg,103.9986,69.69,0.00,0.00,34.3086,0.00,0.00,0.00
R002,PEG 8000 Carbowax (Polyethylene Glycols),kg,222.50,81.40,0.00,0.00,141.10,0.00,0.00,0.00
R003,0 Vcaps Clear Capsules,ea,"18,002.00",3.00,0.00,0.00,"17,999.00",0.00,0.00,0.00
R004,00 Vcaps Clear Capsules,ea,"14,279,360.00",413.00,0.00,0.00,"14,278,947.00","43,680,000.00",0.00,0.00
R005,Stearic Acid,kg,"2,542.925","2,762.128",0.00,0.00,0.00,0.00,"1,019.889",219.203
R007,Calcium Carbonate Granular (DC95),kg,"8,283.074","8,600.02928",0.00,0.00,0.00,"11,400.00","2,027.5098",316.95528
R008,L-Arginine HCl,kg,976.596,859.80426,0.00,0.00,116.79174,0.00,423.88,0.00
R009,Green Tea Leaf SE 50% EGCG,kg,10.081,0.00,0.00,0.00,10.081,0.00,0.00,0.00
R010,Silicon Dioxide,kg,396.77,509.3817,0.00,0.00,0.00,0.00,105.397,112.6117
R013,Maca Root Extract 0.6%,kg,601.585,694.375,0.00,0.00,0.00,100.00,347.586,92.79
R014,Calcium Carbonate Powder,kg,440.00,366.835,0.00,0.00,73.165,0.00,0.00,0.00
R015,Chromax™ Chromium Picolinate,kg,0.068,0.00,0.00,0.00,0.068,0.00,0.00,0.00
R017,Oat Straw Extract 4:1,kg,0.58,0.00,0.00,0.00,0.58,0.00,0.00,0.00
R018,Damiana Leaf Powder,kg,8.435,0.00,8.435,0.00,0.00,0.00,0.00,0.00
R019,Citrus Bioflavonoid,kg,80.477,61.84733,0.00,0.00,18.62967,0.00,8.351,0.00
R020,Pine Bark Extract 95%,kg,18.429,0.00,18.429,0.00,0.00,0.00,0.00,0.00
R021,Chitosan Powder,kg,24.87,0.00,0.00,0.00,24.87,0.00,0.00,0.00
R022,DL-Methionine,kg,14.707,1.32,0.00,0.00,13.387,0.00,0.00,0.00
R023,Fennel Seed Powder,kg,25.275,0.00,1.795,0.00,23.48,0.00,0.00,0.00
R024,Guarana Seed Extract 22% Caffeine,kg,24.16,0.00,0.00,0.00,24.16,0.00,0.00,0.00
R025,Grape Seed Extract 95% Proanthocyanidins,kg,99.00,132.10596,0.00,0.00,0.00,0.00,57.406,33.10596
R026,Vitamin C (Ascorbic Acid),kg,177.712,550.50983,0.00,0.00,0.00,400.00,52.54,372.79783
R027,Vitamin B3 Niacinamide,kg,393.617,390.14377,0.00,0.00,3.47323,0.00,9.09,0.00
R028,Inositol (Myo-inositol),kg,35.235,9.07533,0.00,0.00,26.15967,0.00,0.00,0.00
R029,Tribulus Terrestris Extract 45%,kg,73.971,55.00,0.00,0.00,18.971,0.00,27.535,0.00
R030,Potassium Citrate 34%,kg,68.27,174.56918,0.31,0.00,0.00,125.00,0.00,106.60918
R031,Zinc Aspartate 20%,kg,13.713,0.00,6.813,0.00,6.90,0.00,0.00,0.00
R032,Manganese Gluconate 11%,kg,24.317,0.00,2.945,0.00,21.372,0.00,0.00,0.00
R034,Spirulina Powder,kg,69.345,47.2286,0.00,0.00,22.1164,0.00,0.00,0.00
R035,Glucosamine Sulfate 2KCl (40 Mesh),kg,36.299,251.75,0.00,0.00,0.00,0.00,0.00,215.451
R036,Methylsulfonylmethane (MSM 40 Mesh),kg,"2,767.189","3,963.80193",0.00,0.00,0.00,"1,600.00","1,016.665","1,196.61293"
R037,Yucca Root Powder,kg,20.697,430.84251,0.00,0.00,0.00,200.00,0.00,410.14551
R038,Chondroitin Sulfate (Bovine),kg,"1,533.108","3,931.50869",0.00,0.00,0.00,"1,350.00","1,393.108","2,398.40069"
R039,Garcinia Cambogia Extract 60%,kg,8.037,0.00,0.00,0.00,8.037,0.00,0.00,0.00
R041,GABA (Gamma Aminobutyric Acid),kg,17.744,0.00,0.00,0.00,17.744,0.00,0.00,0.00
R042,Ashwagandha Root Extract (2.5% Withanolides),kg,5.438,0.00,0.00,0.00,5.438,0.00,0.00,0.00
R043,L-Phenylalanine,kg,5.82,0.00,5.82,0.00,0.00,0.00,0.00,0.00
R044,L-Tyrosine,kg,39.821,25.20,0.00,0.00,14.621,0.00,25.20,0.00
R045,L-Theanine,kg,31.555,6.4668,0.00,0.00,25.0882,0.00,6.468,0.00
R046,Vitamin B6 Pyridoxine HCl,kg,52.17,44.32531,0.00,0.00,7.84469,25.00,3.67,0.00
R047,Magnesium Citrate 16%,kg,65.927,0.00,0.00,0.00,65.927,0.00,0.00,0.00
R048,Mucuna Pruriens Extract L-dopa 15% HPLC,kg,4.532,0.00,0.00,0.00,4.532,0.00,0.00,0.00
R050,00 Vcaps Plus Clear Capsules,ea,"14,579,255.00","11,168,413.00",0.00,0.00,"3,410,842.00","205,800,000.00",0.00,0.00
R051,00 Gelatin Clear Capsules,ea,"8,909,867.00","9,064,001.00",0.00,0.00,0.00,0.00,0.00,"154,134.00"
R052,White Willow Bark Extract 15%,kg,8.49,0.00,0.00,0.00,8.49,0.00,0.00,0.00
R053,Hyaluronic Acid (Sodium Hyaluronate),kg,56.009,296.92033,0.00,0.00,0.00,25.00,24.063,240.91133
R054,Bromelain 2400 GDU / g,kg,83.515,219.50,0.00,0.00,0.00,0.00,83.515,135.985
R055,Boswella Serrata 65%,kg,315.702,366.77212,0.00,0.00,0.00,0.00,184.235,51.07012
R057,Shark Cartilage,kg,30.181,177.20016,0.00,0.00,0.00,75.00,0.00,147.01916
R059,"Collagen Bovine Hydrolyzed (Type I, III) (Peptides)",kg,18.50,0.00,0.00,0.00,18.50,0.00,0.00,0.00
R060,Green Lipped Mussel (Perna Canalculus),kg,21.055,0.00,21.055,0.00,0.00,0.00,0.00,0.00
R061,Black Pepper Extract 4:1,kg,22.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00
R062,Feverfew Extract 4:1,kg,8.325,0.00,0.00,0.00,8.325,0.00,0.00,0.00
R063,Isopropyl Alcohol,kg,"1,146.215",3.00,0.00,0.00,"1,143.215",0.00,0.00,0.00
R064,Povidone K30 (PVP),kg,210.537,227.932,75.00,0.00,0.00,0.00,110.44,92.395
R065,Vitamin B12 Pure Cyanocobalamin,kg,0.075,0.08303,0.00,0.00,0.00,0.00,0.012,0.00803
R066,Folic Acid (Folate) (pure),kg,2.783,0.7728,0.00,0.00,2.0102,0.00,0.223,0.00
R067,Dandelion Root Extract 4:1,kg,22.465,0.00,0.508,0.00,21.957,0.00,0.00,0.00
R068,Lycopene 5%,kg,42.979,19.872,1.119,0.00,21.988,0.00,6.672,0.00
R069,Choline Dl-Bitartrate,kg,17.91,0.00,0.37,0.00,17.54,0.00,0.00,0.00
R070,PABA (Para-Aminobenzoic Acid),kg,18.954,0.00,0.00,0.00,18.954,0.00,0.00,0.00
R071,Echinacea Angustifolia Herb Powder,kg,36.169,0.00,0.00,0.00,36.169,0.00,0.00,0.00
R072,Alpha Lipoic Acid (ALA),kg,12.42,12.876,0.00,0.00,0.00,0.00,0.00,0.456
R073,Yellow Dock Root Powder,kg,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00
R074,Boron Aminomin 5%,kg,259.501,85.25,0.00,0.00,174.251,0.00,42.681,0.00
R075,Vanadium Aminomin 0.5%,kg,0.877,0.00,0.00,0.00,0.877,0.00,0.00,0.00
R076,Iron (Ferrous) Fumarate,kg,24.947,45.70191,0.00,0.00,0.00,25.00,17.374,20.75491
R077,Turmeric Extract 95% Curcuminoids - Synthetic,kg,0.00,17.23352,0.00,0.00,0.00,25.00,0.00,17.23352
R078,0 Vcaps Plus White Capsules,ea,"400,000.00","280,000.00",0.00,0.00,"120,000.00",0.00,0.00,0.00
R080,0 Vcaps Plus Clear Capsules,ea,0.00,"725,003.00",0.00,0.00,0.00,0.00,0.00,"725,003.00"
R081,Rice Flour Powder,kg,"6,797.5875","4,168.65949",0.00,0.00,"2,628.92801",0.00,667.232,0.00
R082,0 Gelatin Clear Capsules,ea,"855,268.00",1.00,0.00,0.00,"855,267.00",0.00,0.00,0.00
R083,Turmeric Root Powder,kg,310.998,295.5782,0.00,0.00,15.4198,0.00,0.00,0.00
R084,Red Rice Yeast PE 0.2%,kg,15.605,0.00,15.605,0.00,0.00,0.00,0.00,0.00
R087,Oregon Grape Root Powder,kg,0.159,0.00,0.00,0.00,0.159,0.00,0.00,0.00
R090,Wormwood Extract 4:1,kg,2.963,0.00,0.00,0.00,2.963,0.00,0.00,0.00
R093,Garlic Extract 4:1,kg,0.09,0.00,0.00,0.00,0.09,0.00,0.00,0.00
R095,Zinc Oxide 80%,kg,242.902,221.23772,0.00,0.00,21.66428,0.00,97.591,0.00
R097,Carrot Powder,kg,0.564,0.00,0.00,0.00,0.564,0.00,0.00,0.00
R100,Cranberry Fruit Extract 4:1,kg,20.427,6.8282,0.00,0.00,13.5988,0.00,0.00,0.00
R1001,00 Gelatin Lt Blue Op 0570 Body/Black Op 1975 Cap,kg,"1,050,000.00",0.00,0.00,0.00,"1,050,000.00",0.00,0.00,0.00
R1002,Marigold Flower Powder (Conventional),kg,18.36,0.00,0.00,0.00,18.36,0.00,0.00,0.00
R1004,PQQ (Pyrroloquinoline Quinone Disodium),kg,0.435,0.00,0.435,0.00,0.00,0.00,0.00,0.00
R1005,Natural Orange Flavor (Mack),kg,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00
R1006,Organic Holy Basil Powder,kg,16.543,0.00,0.00,0.00,16.543,0.00,0.00,0.00
R1007,Organic Siberian Eleutherococcus Root,kg,28.628,0.00,0.00,0.00,28.628,0.00,0.00,0.00
R1008,Organic Fo-Ti Root Powder,kg,0.818,0.00,0.00,0.00,0.818,0.00,0.00,0.00
R1009,Rhodiola Rosea Extract (3% Rosavins + 1% Salidroside),kg,40.202,33.20,0.00,0.00,7.002,0.00,0.00,0.00
R101,Apple Pectin Powder,kg,7.703,0.00,5.00,0.00,2.703,0.00,0.00,0.00
R1010,VASO6�,kg,9.861,0.00,9.861,0.00,0.00,0.00,0.00,0.00
R1011,L-Citrulline DL-Malate 1:1,kg,248.48,0.00,248.48,0.00,0.00,"1,000.00",0.00,0.00
R1012,Magnesium Biglycinate Chelate Buffered (18% Mg) TRAACS,kg,0.27,0.00,0.00,0.00,0.27,0.00,0.00,0.00
R1013,Asparagus Extract 10:1,kg,35.832,32.3332,0.00,0.00,3.4988,0.00,32.334,0.00
R1014,Chromium yeast (saccharomyces) 0.2% Chromium,kg,19.45,0.00,0.00,0.00,19.45,0.00,0.00,0.00
R1015,Iron (Ferrochel�),kg,0.788,0.00,0.00,0.00,0.788,0.00,0.00,0.00
R1016,Pancreatin (4X USP),kg,24.021,0.00,24.021,0.00,0.00,0.00,0.00,0.00
R1017,Sea Buckthorn Oil Powder (10% Omega-7),kg,0.00,149.40,0.00,0.00,0.00,0.00,0.00,149.40
R102,Black Walnut Hull Powder,kg,5.637,0.00,0.00,0.00,5.637,0.00,0.00,0.00
R1022,FloraGLO��(10% Lutein),kg,7.80,0.00,0.00,0.00,7.80,0.00,0.00,0.00
R1024,Organic Hydrangea Root Powder,kg,15.623,0.00,0.00,0.00,15.623,0.00,0.00,0.00
R1025,Organic Cascara Sagrada Bark Powder,kg,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
R1026,Organic Rhubarb Root Powder,kg,0.87,0.00,0.00,0.00,0.87,0.00,0.00,0.00
R1027,Organic Blessed Thistle Powder,kg,4.854,0.00,4.854,0.00,0.00,0.00,0.00,0.00
R1028,Organic Yellowdock Root Powder,kg,10.67,0.00,0.00,0.00,10.67,0.00,0.00,0.00
R1029,Organic Red Clover Powder,kg,13.274,0.00,0.00,0.00,13.274,0.00,0.00,0.00
R103,Pau D'Arco Powder,kg,7.49,33.30,0.00,0.00,0.00,0.00,0.00,25.81
R1031,Magnesium Citrate 30%,kg,487.247,80.83204,0.00,0.00,406.41496,0.00,80.834,0.00
R1032,Iron (Ferrous Sulfate),kg,42.00,0.00,15.00,0.00,27.00,0.00,0.00,0.00
R1033,Red Yeast Rice (Monascus purureus),kg,23.123,0.00,0.00,0.00,23.123,0.00,0.00,0.00
R1034,Codonopsis Extract 4:1,kg,20.00,71.04,20.00,0.00,0.00,0.00,0.00,71.04
R1035,Caprylic Acid (Magnesium Caprylate),kg,5.356,19.092,0.00,0.00,0.00,0.00,0.00,13.736
R1036,Turmeric Root Extract 4:1 (Natural),kg,4.596,71.04,4.596,0.00,0.00,0.00,0.00,71.04
R1037,Witch Hazel Leaf Powder,kg,18.915,8.88,0.00,0.00,10.035,0.00,0.00,0.00
R1038,DMG (Dimethylglycine),kg,16.096,18.648,16.096,0.00,0.00,0.00,0.00,18.648
R1039,Raw Spleen Powder (Bovine),kg,1.24,0.00,0.00,0.00,1.24,0.00,0.00,0.00
R104,Cloves (stem) Powder,kg,12.737,0.00,0.00,0.00,12.737,0.00,0.00,0.00
R1040,Black Currant Fruit Powder,kg,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
R1041,Hyssop Powder,kg,62.98,43.56,2.98,0.00,16.44,0.00,0.00,0.00
R1042,Bee Propolis Powder,kg,50.00,49.50,0.00,0.00,0.50,0.00,0.00,0.00
R1043,Dulse Powder,kg,16.858,0.00,0.00,0.00,16.858,0.00,0.00,0.00
R1044,Grape Seed Powder,kg,12.069,6.8282,0.00,0.00,5.2408,0.00,0.00,0.00
R1045,Organic Virgin Coconut Oil Powder,kg,6.24,0.00,0.00,0.00,6.24,0.00,0.00,0.00
R1046,Saffron Extract 0.3% Safranal,kg,1.938,0.00,0.00,0.00,1.938,0.00,0.00,0.00
R1047,Cardamom Powder (Elettaria Cardamomum),kg,17.593,0.00,0.00,0.00,17.593,0.00,0.00,0.00
R1049,Plant Sterols [Phytosterols 90% (beta-sitosterol)](ALLERGEN:SOY),kg,41.935,0.00,0.00,0.00,41.935,0.00,0.00,0.00
R105,Echinacea Purpurea Herb Powder,kg,29.53,6.8282,0.00,0.00,22.7018,0.00,0.00,0.00
R1050,Valerian Root Powder,kg,22.85,0.00,0.00,0.00,22.85,0.00,0.00,0.00
R1052,Red Raspberry Leaf Extract 10:1,kg,16.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00
R1053,Natural Pomegranate Flavor (Mack #91687),kg,20.244,0.00,20.244,0.00,0.00,0.00,0.00,0.00
R1054,Red Wine Extract | 50% Polyphenols UV,kg,0.71,0.00,0.00,0.00,0.71,0.00,0.00,0.00
R1055,Riboflavin 5 Phosphate,kg,8.561,2.5632,0.00,0.00,5.9978,0.00,0.00,0.00
R1057,Calcium Glycinate,kg,5.468,40.05,0.00,0.00,0.00,0.00,0.00,34.582
R1058,Manganese Bisglycinate Chelate as TRAACS�,kg,2.505,0.00,0.00,0.00,2.505,0.00,0.00,0.00
R1059,Molybdenum Glycinate Chelate�as�TRAACS�,kg,3.345,0.00,0.00,0.00,3.345,0.00,0.00,0.00
R106,Panax Ginseng Extract 4:1,kg,299.88,173.58,0.00,0.00,126.30,0.00,86.895,0.00
R1060,OptiMSM® (Methylsulfonylmethane) Item:10520,kg,14.276,167.83669,0.00,0.00,0.00,0.00,0.00,153.56069
R1061,HydroCurc� (Curcumin)�,kg,1.238,0.00,0.00,0.00,1.238,0.00,0.00,0.00
R1062,Garlic Extract 10:1,kg,4.028,0.00,0.00,0.00,4.028,0.00,0.00,0.00
R1063,L Methylfolate Calcium Salt (5-MTHF),kg,0.015,0.02403,0.00,0.00,0.00,0.00,0.00,0.00903
R1064,Natural Caffeine (From Coffee Arabica),kg,5.499,0.00,5.499,0.00,0.00,0.00,0.00,0.00
R1065,"Probiotic Blend (20 billion CFU/g) (L. Acidophilus, L. Plantarum, L. Brevis, L. Fermentum, Lactococcus Lactis)",kg,0.398,0.00,0.00,0.00,0.398,0.00,0.00,0.00
R1066,DigeSEB Super Pet,kg,1.99,0.00,0.00,0.00,1.99,0.00,0.00,0.00
R1068,(Infinergy®) DiCaffeine Malate,kg,19.148,0.00,0.00,0.00,19.148,0.00,0.00,0.00
R1069,Grains of Paradise Powder (Aframomum Melegueta),kg,3.024,0.00,3.024,0.00,0.00,0.00,0.00,0.00
R107,Eleutherococcus (Siberian Ginseng) Powder,kg,224.451,173.58,0.00,0.00,50.871,0.00,86.895,0.00
R1070,Capsimax�,kg,12.922,0.00,0.00,0.00,12.922,0.00,0.00,0.00
R1071,Nu-MAG� Organic (Rice Extract Blend),kg,11.676,0.00,11.676,0.00,0.00,0.00,0.00,0.00
R1072,VitaCholine�,kg,14.646,0.00,0.00,0.00,14.646,0.00,0.00,0.00
R1073,Calcium Bisglycinate Chelate 18% (TRAACS�),kg,0.175,0.00,0.00,0.00,0.175,0.00,0.00,0.00
R1074,Organic Damiana,kg,18.65,0.00,0.00,0.00,18.65,0.00,0.00,0.00
R1075,Wildcrafted Blue Vervain,kg,5.667,0.00,0.00,0.00,5.667,0.00,0.00,0.00
R1076,Organic Hops,kg,20.276,0.00,1.626,0.00,18.65,0.00,0.00,0.00
R1078,Organic Valerian Root,kg,35.188,0.00,16.538,0.00,18.65,0.00,0.00,0.00
R108,Royal Jelly 3X,kg,20.486,0.00,0.00,0.00,20.486,0.00,0.00,0.00
R1080,Lion's Mane Powder,kg,7.378,0.00,0.00,0.00,7.378,0.00,0.00,0.00
R1082,Copper Oxide,kg,3.691,0.02184,0.00,0.00,3.66916,0.00,0.022,0.00
R1083,Digestive Proteolytic Blend (Biocat),kg,1.077,0.00,0.00,0.00,1.077,0.00,0.00,0.00
R1084,Epimedium Extract (Horny Goat Weed) 10% Icariin,kg,0.36,0.00,0.00,0.00,0.36,0.00,0.00,0.00
R1085,White Mulberry Leaf 5:1 Extract (Morus Alba),kg,24.726,276.50,0.00,0.00,0.00,0.00,0.00,251.774
R1086,Uva Ursi 10:1 Extract,kg,19.849,0.00,0.00,0.00,19.849,0.00,0.00,0.00
R1088,QUERCEFIT�,kg,0.656,0.00,0.00,0.00,0.656,0.00,0.00,0.00
R1089,Organic Cranberry (Fruit) Extract 50:1,kg,7.898,0.00,0.00,0.00,7.898,0.00,0.00,0.00
R109,Lutein 5%,kg,225.918,200.36,0.358,0.00,25.20,0.00,5.56,0.00
R1090,D-Mannose,kg,23.39,0.00,0.00,0.00,23.39,0.00,0.00,0.00
R1091,Horsetail Extract 4:1,kg,15.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00
R1092,Uva Ursi (leaf) extract (20% Arbutins),kg,8.191,0.00,0.00,0.00,8.191,0.00,0.00,0.00
R1095,Cyanotis Vaga Extract 95% 20-Hydroxyecdysome (beta-Ecdysterone) UV,kg,8.96,271.80,0.00,0.00,0.00,0.00,0.00,262.84
R1096,Copper Gluconate 14%,kg,12.471,3.96984,0.00,0.00,8.50116,0.00,3.971,0.00
R1097,KSM-66® Ashwagandha Root Extract - Vegan,kg,243.465,201.60,18.465,0.00,23.40,0.00,0.00,0.00
R1098,Vitamin K2 MK-7 1% MCC,kg,0.146,0.00,0.146,0.00,0.00,0.00,0.00,0.00
R1099,Carnositol® D-Chiro-Inositol,kg,4.826,0.00,0.00,0.00,4.826,0.00,0.00,0.00
R110,Organic Turmeric Powder,kg,"19,399.395","35,139.57212",0.00,0.00,0.00,"12,095.00","10,106.233","15,740.17712"
R1100,Organic Damiana Leaf 10:1 Extract�,kg,1.50,0.00,0.00,0.00,1.50,0.00,0.00,0.00
R1101,Vitamin E (d-alpha-tocopherol) Acetate 700 IU/g (Natural),kg,21.487,5.60168,0.00,0.00,15.88532,0.00,0.00,0.00
R1106,Chamomile Flower Powder,kg,5.419,0.00,0.00,0.00,5.419,0.00,0.00,0.00
R1107,Chaparral Leaf Powder,kg,6.123,0.00,0.00,0.00,6.123,0.00,0.00,0.00
R1108,Lavender Flower Powder,kg,22.06,0.00,0.00,0.00,22.06,0.00,0.00,0.00
R1109,Lemongrass Leaf Powder,kg,12.861,0.00,0.00,0.00,12.861,0.00,0.00,0.00
R1111,Olive Leaf Powder,kg,1.737,0.00,0.00,0.00,1.737,0.00,0.00,0.00
R1112,Oregano Leaf Powder,kg,13.108,0.00,0.00,0.00,13.108,0.00,0.00,0.00
R1113,Sage Leaf Powder,kg,18.172,0.00,0.00,0.00,18.172,0.00,0.00,0.00
R1114,Oregano Leaf Extract 4:1,kg,4.988,0.00,0.00,0.00,4.988,0.00,0.00,0.00
R1116,Anise Seed Extract 4:1,kg,27.80,0.00,0.00,0.00,27.80,0.00,0.00,0.00
R1118,Chromium Chloride (India),kg,0.814,0.10564,0.00,0.00,0.70836,0.00,0.105,0.00
R1119,Glucosamine Sulfate 2KCl (20 Mesh),kg,21.47,0.00,21.47,0.00,0.00,0.00,0.00,0.00
R112,Celery Seed Powder,kg,50.00,47.2286,0.00,0.00,2.7714,0.00,0.00,0.00
R1120,Uridine 5'-monophosphate,kg,4.342,0.00,0.078,0.00,4.264,0.00,0.00,0.00
R1121,Lycopodium Serratum (1% Huperzine HPLC),kg,0.805,0.00,0.00,0.00,0.805,0.00,0.00,0.00
R1122,Bacopa Monnieri (50% Bacosides),kg,75.82,0.00,49.82,0.00,26.00,0.00,0.00,0.00
R1123,PrimaVie® Purified Shilajit,kg,2.112,0.00,0.00,0.00,2.112,0.00,0.00,0.00
R1124,Fucoidan 85%,kg,4.75,0.00,0.00,0.00,4.75,0.00,0.00,0.00
R1125,Aronia Berry Extract 4:1,kg,0.001,0.00,0.00,0.00,0.001,0.00,0.00,0.00
R1127,CherryPURE® (Tart Cherry Fruit Extract),kg,4.10,0.00,0.00,0.00,4.10,0.00,0.00,0.00
R1128,Calcium Laurate,kg,1.946,0.00,0.00,0.00,1.946,0.00,0.00,0.00
R1129,Glucosamine Sulfate 2KCl (30-40 Mesh),kg,"4,147.085","5,631.29777","2,555.633",0.00,0.00,0.00,"1,516.234","4,039.84577"
R113,Suma Root Powder,kg,0.399,0.00,0.399,0.00,0.00,0.00,0.00,0.00
R1130,Organic Larch Arabinogalactan Powder,kg,8.422,0.00,0.00,0.00,8.422,0.00,0.00,0.00
R1131,BIO-CAT Food Enzyme Complex Blend,kg,5.065,0.00,0.00,0.00,5.065,0.00,0.00,0.00
R1132,Probiotic Blend 1 Billion CFU/g,kg,0.05,0.00,0.00,0.00,0.05,0.00,0.00,0.00
R1133,N-acetyl-D-glucosamine,kg,8.365,0.00,0.00,0.00,8.365,0.00,0.00,0.00
R1134,Organic Slippery Elm Powder,kg,20.148,0.00,0.00,0.00,20.148,0.00,0.00,0.00
